제목,가사,가수,발매일,좋아요수,장르
얄미운 사람,"사랑만 남겨놓고 떠나가느냐
얄미운 사람 슬픈 음악처럼
이마음 울려놓고
저 멀리 떠나간 사람
미련만 남겨놓고 떠나가느냐
얄미운 사람 미련때문인가
멍들은 이 내가슴
아픔만 주고 간 사람
정주고 마음주고 사랑도 줬지만
지금은 남이 되어 떠나가느냐
이별의 아픔일랑 가져가다오
얄미운 사람
사랑만 남겨놓고 떠나가느냐
얄미운 사람 슬픈 음악처럼
이마음 울려놓고
저 멀리 떠나간 사람
정주고 마음주고 사랑도 줬지만
지금은 남이 되어 떠나가느냐
이별의 아픔일랑 가져가다오
얄미운 사람
미련만 남겨놓고 돌아가느냐
얄미운 사람 미련때문인가
멍들은 이 내가슴
아픔만 주고 간 사람
미련때문인가 멍들은 이 내가슴
아픔만 주고 간 사람",이찬원,2020.05.01,"6,724",성인가요/트로트
가지마,"가지 마 가지 마
동아줄로도 못 잡는 청춘
미련 만 한숨 만
제발 남지 않는 삶이 되길
눈물방울 빗물로 여기면서
살아왔던 날들이
후회 한 점 없다면
그건 거짓말 거짓말
그저 오로지
사랑 하나만을 위해
나 살리라 오늘 내일도
그저 오로지
사랑 하나만을 위해
나 살리라 오늘 내일도
나 살리라 오늘 내 일 도",김수빈,2020.12.18,453,성인가요/트로트
정말 좋았네,"사랑 그 사랑이 정말 좋았네
세월 그 세월이 가는 줄도 모르고
푸르던 두 가슴에
그 정을 새기면서
사랑을 주고 사랑을 받고
그 밤이 좋았네
사랑 그 사랑이 정말 좋았네
사랑 그 사랑이 정말 좋았네
이별 그 이별이 오는 줄도 모르고
불타던 두 가슴에 참사랑 새기면서
마음을 주고 마음을 받고
그때가 좋았네
사랑 그 사랑이 정말 좋았네",마리아,2021.01.15,421,성인가요/트로트
사랑했어요,"돌아서 눈감으면 잊을까
정든님 떠나가면 어이해
발길에 부딪히는 사랑의 추억
두눈에 맺혀지는 눈물이여
이제와 생각하면 당신은
내마음 깊은 곳에 찾아와
사랑은 기쁨보다 아픔인 것을
나에게 심어주었죠
사랑했어요 그땐 몰랐지만
이마음 다바쳐서 당신을 사랑했어요
이젠 알아요 사랑이 무언지
마음이 아프다는 걸
돌아서 눈감으면 잊을까
정든님 떠나가면 어이해
발길에 부딪히는 사랑의 추억
두눈에 맺혀지는 눈물이여
사랑했어요 그땐 몰랐지만
이마음 다바쳐서 당신을 사랑했어요
이젠 알아요 사랑이 무언지
마음이 아프다는 걸
돌아서 눈감으면 잊을까
정든님 떠나가면 어이해
발길에 부딪히는 사랑의 추억
두눈에 맺혀지는 눈물이여
발길에 부딪히는 사랑의 추억
두눈에 맺혀지는 눈물이여",김다현,2022.03.06,234,성인가요/트로트
찻잔의 이별,"그대와 나의 찻잔이
자꾸만 식어 가는데
뜨겁던 우리 찻잔이
싸늘히 식어 가는데
우리는 말을 잊었네
할 말은 서로 많은데
마시는 것도 잊었네
가슴은 타고 있는데
그렇게도 뜨거 웠는데
그렇게도 행복 했는데
무슨 잘못으로 이렇게
싸늘하게 식어 버렸나
이제는 식은 찻잔에
이별을 타서 마시고
조용히 일어서야지
눈물을 보이기 전에
그렇게도 뜨거 웠는데
그렇게도 행복 했는데
무슨 잘못으로 이렇게
싸늘하게 식어 버렸나
이제는 식은 찻잔에
이별을 타서 마시고
조용히 일어서야지
눈물을 보이기 전에
눈물을 보이기 전에",설운도,2020.12.24,180,성인가요/트로트
여자 여자 여자,"아픔을 달래는 여자
고개 숙여 우는 그 여자
이 세상에 약한 것이
여자 여자 여자
당신 내 마음 몰라요
내 진정 당신의 사랑이
얼마나 필요한지 몰라요
때로는 당신의 마음을
아프게도 하지만
그래도 오로지
나만의 남자 남자 남자
행복을 꿈꾸는 여자
사랑을 기다리는 여자
그런 여자 여자 여자
고독을 달래는 여자
세월 속에 지친 그 여자
이 세상에 약한 것이
여자 여자 여자
당신 내 마음 몰라요
내 진정 당신의 사랑이
얼마나 필요한지 몰라요
때로는 당신의 마음을
이해할 순 없지만
그래도 소중한
나만의 남자 남자 남자
행복을 꿈꾸는 여자
사랑을 기다리는 여자
그런 여자 여자 여자
그런 여자 여자 여자",임영웅,2021.02.23,"12,684",성인가요/트로트
잊으리,"그토록 사랑한 그님을 보내고
어이해 나홀로 외로워 하는가
생각하면 무얼해
만날수 없는 님
차라리 손모아 행복을 빌리라
이제는 모두 잊으리
그대와 나의 순간들
이제는 모두 잊으리
그날의 행복 꿈이라고
생각하면 무얼해
만날수 없는 님
차라리 손모아 행복을 빌리라

이제는 모두 잊으리
그대와 나의 순간들
이제는 모두 잊으리
그날의 행복 꿈이라고
생각하면 무얼해
만날수 없는 님
차라리 손모아 행복을 빌리라",김란영,1990.08.01,83,성인가요/트로트
카페와 여인,"어느 날 우연히 갔던
조그만 카페에서
말없이 눈웃음 짓던
그 사람 생각하네
어디로 갔나 여인
어디로 갔나
그 사람 어디로 갔나 여인
나를 보며 살며시
웃음 짓던 사람
말없이 전등불만
바라보던 사람 아하
지금은 아무도 없는
조그만 카페에는
노란 전등불만이
홀로 깜박거리네

어디로 갔나 여인
어디로 갔나
그 사람 어디로 갔나 여인
나를 보며 살며시
웃음 짓던 사람
말없이 전등불만
바라보던 사람 아하
지금은 아무도 없는
조그만 카페에는
노란 전등불만이
홀로 깜박거리네
어디로 갔나 여인
어디로 갔나 그사람
어디로 갔나 여인
어디로 갔나 그사람
어디로 갔나 여인
어디로 갔나 그사람
어디로 갔나 여인",김범룡,1987.01.01,293,성인가요/트로트
쌍쌍,"저남자 저여자는 쌍쌍
죽어도 행복해요 쌍쌍
당신도 쌍쌍 당신도 쌍쌍
쌍쌍연인들이야
그남자 그여자도 쌍쌍
아무도 모를거야 쌍쌍
당신도 쌍쌍 당신도 쌍쌍
쌍쌍연인들이야
사랑해 정말 사랑해 정말 정말정말
그대정말 사랑해
아침먹고 점심먹고 저녁먹고
사랑먹고 밤새도록 사랑해
뜨거운 사랑이여 쌍쌍
불타는 사랑이여 쌍쌍
당신은 당신은 찰찰찰 철거머리야
저남자 저여자는 쌍쌍
죽어도 행복해요 쌍쌍
당신도 쌍쌍 당신도 쌍쌍
쌍쌍 연인들이야
그 남자 그 여자도 쌍쌍
아무도 모를거야 쌍쌍
당신도 쌍쌍 당신도 쌍쌍
쌍쌍연인들이야
사랑해 사랑해 정말정말
그대 정말 사랑해
아침먹고 점심먹고 저녁먹고
사랑먹고 밤새도록 사랑해
뜨거운 사랑이여 쌍쌍
불타는 사랑이여 쌍쌍
당신은 당신은 찰찰찰 철거머리야
저남자 저여자는 쌍쌍
죽어도 행복해요 쌍쌍
당신도 쌍쌍 당신도 쌍쌍
쌍쌍연인들이야
그남자 그여자도 쌍쌍
아무도 모를거야 쌍쌍
당신도 쌍쌍 당신도 쌍쌍
쌍쌍 연인들이야
쌍쌍 연인들이야
쌍쌍 연인들이야",나상도,2011.08.31,98,성인가요/트로트
비가,"사랑하는 사람의 그 이름을
끝내 부르지 못해
그리움 하나로 잊혀져가는
내 이름 석자
등을 돌려 내게서 등 돌려 가는
사람이여
그래 말 없이 떠나라 다시
돌아오지 말아라
바람에 스치우는 그대 그리운 말
이제는 잊으리라
노을 한 자락에도 떨어지는
이 눈물은 씻어 지리라
살다 살다 외로워질때 나 보다
더 그대 외로울 때
그때 그리워지리라 잊혀진
내 이름 석자
바람에 스치우는 그대 그리운 말
이제는 잊으리라
노을 한 자락에도 떨어지는
이 눈물은 씻어 지리라
살다 살다 외로워질때 나 보다
더 그대 외로울 때
그때 그리워지리라 잊혀진
내 이름 석자
잊혀진 내 이름 석자",혜은이,2010.11.01,"1,619",성인가요/트로트
운명적이야,"다시는 못 만날 줄 알았었는데
우연히 또 만났네요
서로가 원치 않는 이별이었지만
이렇게 또 만날 줄이야
사랑이란 우연이라지만
너와나는 운명적이야
그토록 시린 가슴 달래가면서
너만을 잊으려고 애를 썻는데
이제는 못보낸다 못다한 사랑을
사랑이 끝날 때 까지
다시는 못 만날 줄 알았었는데
우연히 또 만났네요
미워서 헤어진건 아니었지만
이렇게 또 만날 줄이야
사랑이란 우연이라지만
너와나는 운명적이야
그토록 시린 가슴 달래가면서
너만을 잊으려고 애를 썻는데
이제는 못보낸다 못다한 사랑을
사랑이 끝날 때 까지
이제는 못보낸다 못다한 사랑을
사랑이 끝날 때 까지",홍자,2012.01.12,779,성인가요/트로트
있을때 잘해,"있을 때 잘해 후회하지 말고
있을 때 잘해 후회하지 말고
있을 때 잘해 흔들리지 말고
있을 때 잘해 흔들리지 말고
가까이 있을 때 붙잡지 그랬어
있을 때 잘해 그러니까 잘해
있을 때 잘해 그러니까 잘해
이번이 마지막 마지막 기회야
이제는 마음에 그 문을 열어줘
아무도 모르게 보고파질 때
그럴 때마다 너를 찾는거야
바라보고 있잖아 있잖아
사랑하고 있잖아 있잖아
더 이상 내게 무얼 바라나
있을 때 잘해 있을 때 잘해
있을 때 잘해 후회하지 말고
있을 때 잘해 후회하지 말고
있을 때 잘해 흔들리지 말고
있을 때 잘해 흔들리지 말고
가까이 있을 때 붙잡지 그랬어
있을 때 잘해 그러니까 잘해
있을 때 잘해 그러니까 잘해
이번이 마지막 마지막 기회야
이제는 마음에 그 문을 열어줘
아무도 모르게 보고파질 때
그럴 때마다 너를 찾는거야
바라보고 있잖아 있잖아
사랑하고 있잖아 있잖아
더 이상 내게 무얼 바라나
있을 때 잘해 있을 때 잘해",오승근,2014.05.23,863,성인가요/트로트
곰배령,"1. 바람마저 길을 잃으면 하늘에 닿는다
점봉산 마루 산새들도 쉬어가는 곳
곰배령은 말이 없는데
여인네 속치마 같은 능선을 허리에 감고
동자꽃 물봉선이 곱게도 피는 그날
사랑두고 님을 두고 그 누가 넘어가나
하늘고개 곰배령아

2. 구불구불 산을 넘으면 하루가 다 간다
점봉산 마루 나그네도 길을 멈추면
곰배령의 구름이 되네
가엾이 떠돌아 가는 세월을 허리에 감고
산딸기 머루꽃이 곱게도 피는 그날
사랑두고 님을두고 그 누가 넘어가나
하늘고개 곰배령아",조은성,2019.03.20,240,성인가요/트로트
최고최고,"최고야 최고 니가최고
나에게는 언제나 니가최고
최고야 최고 니가 최고
그댄 내게 최고 최고
최고 최고 최고 최고
걱정마요 다잘되요
당신은 최고 최고
지금 돈 없다고 기죽지마요
당장 힘들어도 포기 마세요
언제나 툭툭 털고 일어날 사람
비바람아 불어 싱글벙글해
눈보라야 불어 싱글벙글해
당신은 최고 멋쟁이
최고야 최고 니가 최고
나에게는 언제나 니가 최고
최고야 최고 니가 최고
그댄 내게 최고 최고
최고 최고 최고 최고
걱정마요 다잘되요
당신은 최고 최고
혼자 고민하지 마세요
내일 걱정 내일하세요
당신은 다시한번 일어날사람
세상이 무너져도 싱글벙글해
태풍이 몰아쳐도 싱글벙글해
당신은 최고 멋쟁이
최고야 최고 니가최고
나에게는 언제나 니가최고
최고야 최고 니가 최고
그댄 내게 최고 최고
최고 최고 최고 최고
걱정마요 다잘되요
당신은 최고 최고
최고 최고 최고 최고
걱정마요 다잘되요
당신은 최고 최고
울지마요 괜찮아요
당신은 최고 최고",춘향이,2019.08.28,415,성인가요/트로트
허공,"꿈이었다고 생각하기엔
너무나도 아쉬움 남아
가슴태우며 기다리기엔
너무나도 멀어진 그대
사랑했던 마음도
미워했던 마음도
허공속에 묻어야만 될
슬픈 옛 이야기
스쳐버린 그 날들
잊어야할 그 날들
허공속에 묻힐 그날들
설레이던 마음도
기다리던 마음도
허공속에 묻어야만 될
슬픈 옛이야기
스쳐버린 그 약속
잊어야할 그 약속
허공속에 묻힐 그 약속
허공속에 묻힐","녹용 씨스터즈(김다현,김의영,류원정,진달래,홍지윤)",2021.01.29,707,성인가요/트로트
누가 울어,"소리 없이 흘러내리는
눈물 같은 이슬비
누가 울어 이 한 밤
잊었던 추억인가
멀리 가버린 내 사랑은
돌아올 길 없는데
피가 맺히게
그 누가 울어 울어
검은 눈을 적시나
하염없이 흘러내리는
눈물 같은 이슬비
누가 울어 이 한 밤
잊었던 상처인가
멀리 떠나간 내 사랑은
기약조차 없는데
애가 타도록
그 누가 울어 울어
검은 눈을 적시나
멀리 떠나간 내 사랑은
기약조차 없는데
애가 타도록
그 누가 울어 울어
검은 눈을 적시나
검은 눈을 적시나",정동원,2021.11.17,"5,316",성인가요/트로트
꽃바람,"꽃바람 꽃바람
꽃바람 내 인생아
인생이란 놀다 가는 것
기쁜 일 슬픈 일 모두
사는 재미야
걱정하며 살지 말자
뒤돌아보면 얻은 게 더 많았던
이 얼마나 고마운 세월인가
꽃바람 꽃바람
꽃바람 내 인생아
하루 하루 선물 같구나
꽃바람 꽃바람
꽃바람 내 인생아
인생이란 놀다 가는 것
기쁜 일 슬픈 일 모두
사는 재미야
걱정하며 살지 말자
뒤돌아보면 얻은 게 더 많았던
이 얼마나 고마운 세월인가
꽃바람 꽃바람
꽃바람 내 인생아
하루 하루 선물 같구나
뒤돌아보면 얻은 게 더 많았던
이 얼마나 고마운 세월인가
꽃바람 꽃바람
꽃바람 내 인생아
하루 하루 선물 같구나
하루 하루 선물 같구나",한가빈,2015.10.29,846,성인가요/트로트
동반자,"잘 살고 못 사는 건
타고난 팔자지만
당신만을 사랑해요
영원한 동반자여
당신은 나의 동반자
영원한 나의 동반자
내 생애 최고의 선물
당신과 만남이었어
잘 살고 못 사는 건
타고난 팔자지만
당신만을 사랑해요
영원한 동반자여
영원한
잘 살고 못 사는 건
타고난 팔자지만
당신만을 사랑해요
영원한 동반자여
당신만을 사랑해요
영원한 동반자여
영원한 동반자여
영원한 동반자여",옥진욱,2020.02.07,751,성인가요/트로트
잃어버린 30년,"비가오나 눈이오나
바람이 부나
그리웠던 삼십년 세월
의지할 곳 없는
이 몸 서러워하며
그 얼마나 울었던가요
우리 형제 이제라도
다시 만나서
못다한 정 나누는데
어머님 아버님
그 어디에 계십니까
목메이게 불러 봅니다

내일일까 모레일까
기다린 것이
눈물 맺힌 삼십년 세월
고향 잃은
이 신세를 서러워하며
그 얼마나 울었던가요
우리 남매 이제라도
다시 만나서
못다한 정 나누는데
어머님 아버님
그 어디에 계십니까
목메이게 불러 봅니다",설운도,1983.07,336,성인가요/트로트
눈먼사랑,사랑에 눈이멀어 눈먼사람들마다 이렇게 혼자 남겨졌나요 그리워 목이메여와 그이름을 부러지만 남겨진 초라한 내모 습뿐 기다릴 세월도 없이 차갑게 나를 잊어란 뒤돌아 나를 떠나면 잊니요 당신에 뜻이라면 또한번 눈이 멀어도 가슴에 내사랑을 묻어 둘래요,김장수,2001.05.25,525,성인가요/트로트
까르보나라,"내가 맡겨놓은 소금도 아닌데
종일 짠지 싱거운지
왜 간만 보는지
어디 감히 줄자를 꺼내요
내 맘 긴지 짧은지
굳이 대봐야 아나요
난 누구보다 멋진 여자
사랑에 척하면 척인 여자
함부로 넘볼 생각 마요
신사답게 고급지게
까르보나라
까르보나라
까르보나라
아직도 날 몰라
까르보나라
이것봐요 그댄 포크도 아닌데
자꾸 자꾸 요리조리
찔러만 보는지
깜빡이는 켜고 들어와요
내 맘 놀래지 않게
남자답게 말이에요
어쩌다가 그댈 만나서
당당한 모습 온데간데 없고
아껴뒀던 내 맘을 뺏어간 그대
자나깨나 그대만 보여
까르보나라
까르보나라
까르보나라
아직도 날 몰라
까르보나라
나를 다 가진듯 행동하지 마요
자꾸 그럴거라면 떠나주세요
간만보다 이리저리 재다
상처 줄거라면 내 몸에 손대지마
어쩌다가 그댈 만나서
당당한 모습 온데간데 없고
아껴뒀던 내 맘을 뺏어간 그대
자나깨나 그대만 보여
까르보나라
까르보나라
까르보나라
아직도 날 몰라
까르보나라
까르보나라
까르보나라
아직도 날 몰라
까르보나라",김나희,2019.05.02,"2,083",성인가요/트로트
눈물의 술잔 (Jazz ver.),"술을 마셨어요 많이 취했어요
맨정신 갖고는 잠을
이루지 못할 것 같아
아무런 생각도 하기 싫어
독한 술을 마셨어요
그런데 왜 자꾸 보고 싶을까요
눈물이 쏟아질까요
그대와 거닐던 이 길을
밤새워 걸었어요
이제 다시는 볼 수가 없죠
이제 다시는 만질 수 없죠
오늘도 마시는 술잔에
내 눈물이 떨어지네요
그런데 왜 자꾸 그리울까요
눈물이 쏟아질까요
그대와 만났던 카페에
나 홀로 앉았어요
이제 다시는 볼 수가 없죠
이제 다시는 만질 수 없죠
오늘도 마시는 술잔에
내 눈물이 떨어지네요
오늘도 마시는 술잔에
내 눈물이 떨어지네요",홍자,2021.04.29,537,성인가요/트로트
보약같은 친구,"아침에 눈을 뜨면
제일 먼저 생각나는
자네는 좋은 친구야
피 한 방울 섞이지 않은
우리 두 사람
전생에 인연일 거야
자식보다 자네가 좋고
돈보다 자네가 좋아
자네와 난 보약 같은 친구야
아 사는 날까지
같이 가세 보약 같은 친구야
사랑도 해봤고 이별도 해봤지
사는 거 별거 없더라
언제 갈지 모르는 인생 우리 둘이서
웃으며 살아가 보자
자식보다 자네가 좋고
돈보다 자네가 좋아
자네와 난 보약 같은 친구야
아 사는 날까지
같이 가세 보약 같은 친구야
자식보다 자네가 좋고
돈보다 자네가 좋아
자네와 난 보약 같은 친구야
아 사는 날까지
같이 가세 보약 같은 친구야
같이 가세 보약 같은 친구야",진해성,2021.06.27,549,성인가요/트로트
소양강 처녀,"해 저문 소양강에 황혼이 지면
외로운 갈대 밭에 슬피우는 두견새야
열여덟 딸기 같은 어린 내 순정
너마저 몰라주면 나는 나는 어쩌나
아 그리워서 애만 태우는 소양강 처녀
동백꽃 피고 지는 계절이 오면
돌아와 주신다고 맹세하고 떠나셨죠
이렇게 기다리다 멍든 가슴에
떠나고 안오시면 나는 나는 어쩌나
아 그리워서 애만 태우는 소양강 처녀",김태희,1996.11.29,759,성인가요/트로트
언제벌써,"내 나이 황혼이 오면
다 끝난 줄 알았는데
인생의 참맛을 다 보고 살아 온
지금 내 나이가 제일 좋더라
살기 바빠 가는 세월
모르고 살아 왔는데
내 나이 언제 벌써 여기까지 왔는지
언제 벌써 여기까지 왔는지
내 나이 황혼이 오면
다 끝난 줄 알았는데
인생의 참맛을 다 보고 살아 온
지금 내 나이가 제일 좋더라
가는 세월 막을 수 없고
지는 해 잡을 수 없어
내 나이 언제 벌써 여기까지 왔는지
언제 벌써 여기까지 왔는지
살기 바빠 가는 세월
모르고 살아왔는데
내 나이 언제 벌써 여기까지 왔는지
언제 벌써 여기까지 왔는지
언제 벌써 여기까지 왔는지",윤정아,2017.07.21,"1,240",성인가요/트로트
별빛 같은 나의 사랑아 (Inst.),"당신이 얼마나 내게 소중한 사람인지
세월이 흐르고 보니
이제 알 것 같아요
당신이 얼마나 내게 필요한 사람인지
세월이 지나고 보니
이제 알 것 같아요
밤하늘에 빛나는
별빛 같은 나의 사랑아
당신은 나의 영원한 사랑
사랑해요 사랑해요
날 믿고 따라준 사람
고마워요 행복합니다
왜 이리 눈물이 나요
밤하늘에 빛나는
별빛 같은 나의 사랑아
당신은 나의 영원한 사랑
사랑해요 사랑해요
날 믿고 따라준 사람
고마워요 행복합니다
왜 이리 눈물이 나요
왜 이리 눈물이 나요",임영웅,2021.09.21,"6,603",성인가요/트로트
나만 믿고 따라와 (MR),"너는 나만 믿고 따라와
내가 널 지켜줄 거야
네가 없으면 나도 없는 거야
난난난 나는 너를 사랑해
넌넌넌 너는 내가 필요해
한번쯤 너를 내게 맡겨봐
넌넌넌 내가 책임질 거야
너는 나만 믿고 따라와
내가 널 지켜줄 거야
네가 없으면 나도 없는 거야
너는 나만 믿고 따라와
너는 나만 믿고 따라와
내가 너를 지켜줄 거야
내가 너를 지켜줄 거야
내가 너와 함께 가는 길이 힘들지라도
오직 한결 같은 그 사랑 그 사랑으로
너를 지켜줄 거야
그대와 나 우리 둘이 함께 한다면
두려울 게 뭐야 힘이 들 게 뭐야
걱정일랑 허덜 말고 내가 안아줄게
내가 지켜줄게 내가 책임지어볼게
난난난 나는 너를 사랑해
넌넌넌 너는 내가 필요해
한번쯤 너를 내게 맡겨봐
넌넌넌 내가 책임질 거야
너는 나만 믿고 따라와
내가 널 지켜줄 거야
네가 없으면 나도 없는 거야
너는 나만 믿고 따라와
너는 나만 믿고 따라와
내가 너를 지켜줄 거야
내가 너를 지켜줄 거야
내가 너와 함께 가는 길이 힘들지라도
오직 한결 같은 그 사랑 그 사랑으로
너를 지켜줄 거야
너와 함께 갈 거야
너를 위해 살 거야",민수현,2023.02.15,8,성인가요/트로트
사랑탑,"사랑 위에 사랑 쌓고
세월로 공을 들여
눈물 한잔 웃음 한잔
층층히 쌓다보니
꽃피는 춘삼월에 단풍이 지네
이제부터 살만한데
이별이 다가오네
지나온 세월이 꿈같구나
우리 님과
다시 또 태어나도 당신이요
애달쿠나 사랑탑아
사랑 위에 사랑 쌓고
세월로 공을 들여
눈물 한잔 웃음 한잔
층층히 쌓다보니
꽃피는 춘삼월에 단풍이 지네
이제부터 살만한데
이별이 다가오네
지나온 세월이 꿈같구나
우리 님과
다시 또 태어나도 당신이요
애달쿠나 사랑탑아
애달쿠나 사랑탑아",금잔디,2019.03.25,783,성인가요/트로트
미치겠네,"사랑이 온다 어찌할까요
심장은 쿵쿵거리고
나이도 잊고 라라랄랄라
당신을 기다립니다
사랑이 이런 건가
미치겠네
이 나이에 사랑한다
욕하지 마라
야야야 눈치 보지 마
인생은 한 번뿐이다
사랑이 온다
노크도 없이
사랑은
나이도 없다
사랑이 온다 어찌할까요
심장은 쿵쿵거리고
나이도 잊고 라라랄랄라
당신을 기다립니다
사랑이 이런 건가
미치겠네
이 나이에 사랑한다
욕하지 마라
야야야 눈치 보지 마
인생은 한 번뿐이다
사랑이 온다
노크도 없이
사랑은
나이도 없다
사랑이 온다
노크도 없이
사랑은
나이도 없다",김다나,2019.08.30,529,성인가요/트로트
버스 한대,"버스 한 대 사가지고
버스 한 대 사가지고 전국팔도를
좋은 사람 불러 모아 돌아다녀보자
꽃놀이 단풍놀이 띵까리 띵까띵까
세월이야 가든 말든
너와 나는 버스 안에 있다
문을 닫아라
저 세월이 못 들어오게
길을 비켜라 버스가 간다
나의 애마 버스가 간다
이 세상이 너무 좁구나
하루가 너무 짧구나
띵까띵까 달려라 나의 버스야
저 세월이 못 쫓아오게
버스 한 대 사가지고 전국팔도를
좋은 사람 불러 모아 돌아다녀보자
꽃놀이 단풍놀이 띵까리 띵까띵까
세월이야 가든 말든
너와 나는 버스 안에 있다
문을 닫아라
저 세월이 못 들어오게
길을 비켜라 버스가 간다
나의 애마 버스가 간다
이 세상이 너무 좁구나
하루가 너무 짧구나
띵까띵까 달려라 나의 버스야
저 세월이 못 쫓아오게
저 세월이 못 쫓아오게",임영웅,2020.10.06,"12,937",성인가요/트로트
트위스트 킹,"아 저기
잘나가는 아저씨 날 한번 바라봐요
왠지 아저씬 옛날엔
춤 좀 췄을 것 같은데
음 저기 옆에 있는 아주머닌 옛날엔
머리에 깻잎 좀 붙였을 것 같아
그런데 지금은 왜 그렇게 힘이 없죠
집안 일과 회사일은 미뤄둬요
지금부터 날 따라 해봐요 요렇게
요렇게 요렇게요
원 투 쓰리 포
자 흔들어 볼까
그렇게 뒤처지지 말고
나를 한번 따라 해요
그러면 하나 둘 셋 넷 다
모두 다 나와 함께 춤을 춰요
지금 내가 바로 여기 있어
트위스트 킹
아 저기
지난날에 답답한 여름이 지나가고
시원한 가을 하늘 밤
별들이 쏟아진 이날
음 예전 추억이란 기억 주머니 속에
신나게 흔들던 트위스트 춤을
밤하늘 반짝인 별들에게 보여줘요
지난 일과 힘든 일은 미뤄둬요
지금부터 날 따라 해봐요 요렇게
요렇게 요렇게요
원 투 쓰리 포
자 흔들어 볼까
그렇게 뒤처지지 말고
나를 한번 따라 해요
그러면 하나 둘 셋 넷 다
모두 다 나와 함께 춤을 춰요
지금 내가 바로 여기 있어
트위스트킹
자 한번더
원 투 쓰리 포
자 흔들어 볼까
그렇게 뒤처지지 말고
나를 한번 따라 해요
그러면 하나 둘 셋 넷 다
모두 다 나와 함께 춤을 춰요
지금 내가 바로 여기 있어
트위스트킹",남승민,2020.11.11,871,성인가요/트로트
고장난 벽시계,"세월아 너는 어찌
돌아도 보지 않느냐
나를 속인 사람보다
네가 더욱 야속하더라
한두 번 사랑 땜에
울고 났더니
저만큼 가버린 세월
고장 난 벽시계는 멈추었는데
저 세월은 고장도 없네
청춘아 너는 어찌
모른 척하고 있느냐
나를 버린 사람 보다
네가 더욱 무정하더라
뜬구름 쫓아가다 돌아봤더니
어느새 흘러간 청춘
고장 난 벽시계는 멈추었는데
저 세월은 고장도 없네
고장 난 벽시계는 멈추었는데
저 세월은 고장도 없네",김수빈,2021.01.15,369,성인가요/트로트
안 돼요 안 돼,"무슨 말을 해야 만이
내게로 오시렵니까
아무말도 하지 않는
이 내 맘을 모르시나요
이렇다 할 말도 없이
떠나려만 하신답니까
이 가슴에 새긴 정을
그대 어찌 모르십니까
안돼요 안돼
그리는 못합니다
울면서 애원했건만
스쳐가는 세월이
나를 울리면
이 몸 홀로 어이합니까
그리워도 보고파도
만날 수는 없는 겁니까
마음 주고 떠나시면
이 내 맘은 어이 하나요
이렇다 할 말도 없이
떠나려만 하신 답니까
이 가슴에 새긴 정을
이 가슴에 새긴 정을
그대 어찌 모르십니까
안돼요 안돼
그리는 못합니다
울면서 애원했건만
스쳐가는 세월이
나를 울리면
이 몸 홀로 어이합니까
스쳐가는 세월이
나를 울리면
이 몸 홀로 어이합니까",재하,2021.02.07,456,성인가요/트로트
청춘을 부른다,"어서가자 꽃피는
저 언덕으로 어서가자
새들이 노래하는 곳으로
능금꽃이 귀여웁게 살랑거리면
내가슴에 찾아오는 봄의 향기요
어서가자 꽃피는
저 언덕으로 어서가자
고기떼 춤을 추는 곳으로
개나리꽃 노오랗게 하늘을 품고
이거리를 헤매이는 봄의 향기요
어서가자 꽃피는
저 언덕으로 어서가자
젖과 꿀이 흐르는 곳으로
붉은장미 울긋불긋 피어나면은
아가씨들 앙가슴에 봄의 향기요
라라라 라라라 라라라 랄라라라
언제나 즐거운 청춘을 부른다
라라라 라라라 라라라",조명섭,2021.07.05,527,성인가요/트로트
열두줄,"가슴을 뜯는
가야금소리
달빛 실은 가야금소리
한 줄을 퉁기면 옛님이
생각나고 또 한 줄을
퉁기면 술맛이 절로 난다
둥기당기 둥기당기당
둥기당기 둥기당기당
사랑 사랑 내 사랑아
어화둥둥 내 사랑아
열두줄 가야금에 실은
그 사연
어느 누가 달래 주리오
가슴을 뜯는 가야금소리
구곡간장 애타는 소리
한 줄을 퉁기면
옛님이 생각나고
또 한 줄을 퉁기면
술맛이 절로난다
둥기당기 둥기당기다
둥기당기 둥기당기다
사랑 사랑 내사랑아
어화둥둥 내사랑아
열두줄 가야금에 실은
그 사연 어느 누가
달래주리오",김태연,2021.07.14,398,성인가요/트로트
가라그래 (Feat. 소연),"가라그래 그딴 사랑 같은 거
가라그래 다 잊어줄 테니까
울기는 싫어 까짓 그러라 그래
차라리 차라리 가라그래
주었다 다시 거둘 거면
첨부터 주지나 말지
이토록 깃털보다 가벼운
그런 게 사랑이니
오 모든 게 다 거짓말
어떻게 어떻게 어떻게 내게
가라그래 그딴 사랑 같은 거
가라그래 다 잊어줄 테니까
울기는 싫어 까짓 그러라 그래
차라리 차라리 가라그래
이렇게 힘들게 할거면
첨부터 오지도 말지
가슴이 뚫린 듯이 아파와
이런 게 이별이니
오 너밖에는 모른 날
어떻게 어떻게 어떻게 울려
가라그래 그딴 사랑 같은 거
가라그래 다 잊어줄테니까
울기는 싫어 까짓 그러라 그래
차라리 차라리 가라그래
가라그래 그런 사랑이라면
가라그래 더는 미련없다고
속지 않을래 까짓 그러라 그래
안녕히 안녕히 가라그래
안녕히 안녕히 가라그래",정다경,2022.01.13,592,성인가요/트로트
