제목,가사,가수,발매일,좋아요수,장르
울릉도 트위스트,"울렁울렁 울렁대는 가슴 안고
연락선을 타고가면 울릉도라
뱃머리도 신이 나서 트위스트
아름다운 울릉도
붉게 피어나는 동백 꽃잎처럼
아가씨들 예쁘고
둘이 먹다가 하나 죽어도
모르는 호박엿
울렁울렁 울렁대는 처녀가슴
오징어가 풍년이면 시집가요
육지손님 어서와요 트위스트
나를 데려가세요
울렁울렁 울렁대는 울릉도길
연락선도 형편없이 지쳤구나
어지러워 비틀비틀 트위스트
요게 바로 울릉도
평생 다 가도록 기차 구경
한번 못해보고 살아도
기차보다 좋은 비행기는
구경 실컷하며 살아요
싱글벙글 생글생글 처녀 총각
영감마님 어서와요 춤을춰요
오징어도 대풍일세 트위스트
사랑을 합시다
울렁울렁 울렁대는 가슴 안고
연락선을 타고가면 울릉도라
뱃머리도 신이 나서 트위스트
아름다운 울릉도
붉게 피어나는 동백 꽃잎처럼
아가씨들 예쁘고
둘이 먹다가 하나 죽어도
모르는 호박엿
울렁울렁 울렁대는 처녀가슴
오징어가 풍년이면 시집가요
육지손님 어서와요 트위스트
나를 데려가세요",양지은,2021.07.07,917,성인가요/트로트
꿈속의 사랑,"사랑해선 안될 사람을
사랑하는 죄이라서
말 못하는 내 가슴은
이 밤도 울어야 하나
잊어야만 좋을 사람을
잊지 못한 죄이라서
소리 없이 이 가슴은
이 밤도 울어야 하나
아 사랑 애달픈 내 사랑아
어이 맺은 하룻밤의 꿈
다시 못 올 꿈이라면 차라리
눈을 감고 뜨지 말 것을
사랑해선 안될 사람을
사랑하는 죄이라서
말 못하는 내 가슴은
이 밤도 울어야 하나
아 사랑 애달픈 내 사랑아
어이 맺은 하룻밤의 꿈
다시 못 올 꿈이라면 차라리
눈을 감고 뜨지 말 것을
사랑해선 안될 사람을
사랑하는 죄이라서
말 못하는 내 가슴은
이 밤도 울어야 하나",김의영,2021.07.21,174,성인가요/트로트
내 인생에 박수,"내 인생에 박수
내 인생에 박수
내 인생에 박수를 보낸다
인생구단 세상살이 뭔 미련 있겠나
굽이굽이 내 인생에 박수를 보낸다
저 달이 노숙했던 지나온 세월
눈물 없이 말할 수 있나
인생 고개 시리도록 눈물이 핑 돌고
내 청춘은 꽃 피었다 지는 줄 몰랐다
달빛처럼 별빛처럼
잠시 머물다 가는 게 인생이더라
내 인생에 박수 내 인생에 박수
내 인생에 박수를 보낸다
내 인생에 박수
내 인생에 박수
내 인생에 박수를 보낸다
인생구단 세상살이 뭔 미련 있겠나
굽이굽이 내 인생에 박수를 보낸다
저 달이 노숙했던 지나온 세월
눈물 없이 말할 수 있나
인생 고개 시리도록 눈물이 핑 돌고
내 청춘은 꽃 피었다 지는 줄 몰랐다
달빛처럼 별빛처럼
잠시 머물다 가는 게 인생이더라
내 인생에 박수
내 인생에 박수
내 인생에 박수를 보낸다
달빛처럼 별빛처럼
잠시 머물다 가는 게 인생이더라
내 인생에 박수 내 인생에 박수
내 인생에 박수를 보낸다
내 인생에 박수 내 인생에 박수
내 인생에 박수를 보낸다",김의영,2021.07.28,141,성인가요/트로트
나에게 애인이 있다면,"나에게 애인이 있다면
나에게 애인이 있다면
언제까지 언제까지
행복할거야
나에게 애인이 있다면
나에게 애인이 있다면
언제까지 언제까지
즐거울거야
기쁜 일도 함께 하며
슬픈 일도 함께 하고
이 세상의 끝이라도
함께 할거야
봄 여름이 가도
내 사랑은
해와 달이 가도
내 사랑은 변치 않으리
나에게 애인이 있다면
나에게 애인이 있다면
언제까지 언제까지
행복할거야
기쁜 일도 함께 하며
슬픈 일도 함께 하고
이 세상의 끝이라도
함께 할거야
봄 여름이 가도
내 사랑은
해와 달이 가도
내 사랑은
변치 않으리
나에게 애인이 있다면
나에게 애인이 있다면
언제까지 언제까지
행복할거야 행복할거야",별사랑,2021.08.18,124,성인가요/트로트
십오야,"십오야 밝은 둥근 달이
둥실 둥실 둥실 떠오면
설레는 마음 아가씨 마음
울렁 울렁 울렁거리네
하모니카 소리 저 소리
삼돌이가 부르는 사랑의 노래
떡방아 찧는 소리 저 소리
두근 두근 이쁜이 마음
십오야 밝은 둥근 달이
둥실 둥실 둥실 떠 오면
설레는 마음 아가씨 마음
울렁 울렁 울렁거리네
하모니카 소리 저 소리
삼돌이가 부르는 사랑의 노래
떡방아 찧는 소리 저 소리
두근 두근 이쁜이 마음
십오야 밝은 둥근 달이
둥실 둥실 둥실 떠 오면
설레는 마음 아가씨 마음
울렁 울렁 울렁거리네
하모니카 소리 저 소리
삼돌이가 부르는 사랑의 노래
떡 방아 찧는 소리 저 소리
두근 두근 이쁜이 마음
십오야 밝은 둥근 달이
둥실 둥실 둥실 떠 오면
설레는 마음 아가씨 마음
울렁 울렁 울렁거리네
울렁 울렁 울렁거리네
울렁 울렁 울렁거리네",김다현,2021.09.11,265,성인가요/트로트
새야,"알았다면 그 때도 알았다면
그대의 마음 알았었다면
지금 내 마음이 이렇게 가슴이
아프진 않았을텐데
괜찮다면 지금도 괜찮다면
늦은 이 말 전해도 괜찮다면
사랑했다고 아니 사랑한다고
전하고 싶습니다
새야 너는 나보다 높으니
먼저간 내님에게 전해주겠니
비야 내리는 그 길에
내 님 안부 전해주겠니
괜찮다면 지금도 괜찮다면
늦은 이 말 전해도 괜찮다면
사랑했다고 아니 사랑한다고
전하고 싶습니다
새야 너는 나보다 높으니
먼저간 내님에게 전해주겠니
비야 내리는 그 길에
내 님 안부 전해주겠니
괜찮다면 지금도 괜찮다면
늦은 이 말 전해도 괜찮다면
사랑했다고 아니 사랑한다고
전하고 싶습니다
사랑했다고 아니 사랑한다고
전하고 싶습니다",영지,2021.10.24,128,성인가요/트로트
당신은 내 사랑 (김양),"(랄라랄라 차차차 랄라랄라 차차차)
(이리보고 저리봐도 내 사랑)
(오늘 보고 내일 봐도 좋아요)

하늘에서 맺어준 인연
나는 당신 짝이 되어
이 세상이 변한다 해도
난 오직 당신 뿐이야 (난 오직 당신 뿐이야)
두 마음 하나 되어 영원토록
애지중지 사랑합니다
이리보고 저리봐도 내 사랑
오늘 보고 내일 봐도 좋아요
아~ 아~ 비가오나 눈이오나
당신만을 사랑할거야

(랄라랄라 차차차 랄라랄라 차차차)
(이리보고 저리봐도 내 사랑)
(오늘 보고 내일 봐도 좋아요)

그대 향기 가슴에 차면
나는 당신 짝이 되어
외로울 땐 손잡아주고
아프면 감싸 줄께요 (아프면 감싸 줄께요)
두 마음 하나 되어 영원토록
애지중지 사랑합니다
이리보고 저리봐도 내 사랑
오늘 보고 내일 봐도 좋아요
아~ 아~ 비가오나 눈이오나
당신만을 사랑할거야

이리보고 저리봐도 내 사랑
오늘보고 내일봐도 좋아요
아~ 아~ 비가오나 눈이오나
당신만을 사랑할거야
애지중지 사랑합니다
(당신은 당신은 내사랑)",김양,2022.01.06,18,성인가요/트로트
친구야,"비바람 몰아치는 캄캄한 밤에
저 멀리 떠나버린 나의 친구야
지금은 어디에서 무얼 하는지
너무도 그립구나
별들이 반짝이는 바다에 서면
밀려드는 파도 같은 인생이구나
어디서 무얼 하든 나의 친구야
너의 꿈 잃지마오
그늘진 니 얼굴에 환한 웃음을 띄우려마
저 하늘이 무너져도
우린 뭐든지 할 수가 있어
친구야 친구야 험한 세상에 다리가 될께
친구야 친구야 사랑한다 나의 친구야
어릴 때 너는 내게 나의 형처럼
내 어깰 두드리며 날 지켜 주었지
어디서 무얼 하든 나의 친구야
너의 꿈 잃지마오
그늘진 니 얼굴에 환한 웃음을 띄우려마
저 하늘이 무너져도
우린 뭐든지 할 수가 있어
친구야 친구야 험한 세상에 다리가 될께
친구야 친구야 영원한 나의 친구야
누구나 알고 있어
넌 쓰러지지 않는다는 걸
너에겐 힘이 있어
친구야 친구야 험한 세상에 다리가 될께
친구야 친구야 사랑한다 나의 친구야
친구야 친구야 영원한 나의 친구야",김범룡,2022.05.02,24,성인가요/트로트
캐세라세라,"편하게 살아
복잡한 세상
인생은 원래 다
그지 같은 거라
걱정 해봤자
배만 고플뿐이지
남는거 하나 없다
안 물어봤다
안 궁금하다
뭘 그리 가르치려고 드냐
너나 잘해라
남 걱정말고
내 갈길 가련다
답없는 세상
머리 싸매지 말고
흔들어 이 노래에
이래라 저래라
하지 좀 말고
멋대로 세상을 살아봐
될 대로 돼라 인생아
쉽게 생각해
인생 뭐 별거 없더라
힘들어도 무너지지마
정신 차려 멘탈챙겨
캐세라세라
될대로 되라고
젊어서 고생
사서도 한다
되지도 않는 헛소리 집어쳐라
고생 해봤자
골병만 들 뿐이지
지금을 즐기자
답답한 세상
속 앓이 하지 말고
흔들어 이 노래에
이렇게 저렇게
맘 가는대로
멋대로 세상을 살아봐
될 대로 돼라 인생아
쉽게 생각해
인생 뭐 별거 없더라
힘들어도 무너지지마
정신 차려 멘탈챙겨
캐세라세라
될대로 되라고
될 대로 돼라 인생아
쉽게 생각해
인생 뭐 별거 없더라
힘들어도 무너지지마
정신 차려 멘탈챙겨
지금을 즐겨봐
행복 하자고
캐세라세라
될대로 되라고",우연이,2022.05.01,73,성인가요/트로트
가슴은 알죠,"우리 이제 정말 끝인가요 정말
그대와 나 우리 서로 남이 되나요
되돌릴 순 없죠 그럴 수는 없는 거죠
무너지는 나의 가슴이
이별이 맞다 하네요
그대는 괜찮은가 봐요
이대로도 괜찮은가요
그대의 두 눈에 비친 내 모습
눈물로 젖어 드는데
사랑이 이토록 아픈데도 그댈 찾아요
이 아픔조차 그대를
모질게 떠난 그댈 잊었다해도
가슴은 기다립니다
그대는 괜찮은가 봐요
이대로도 괜찮은가요
그대의 두 눈에 비친 내 모습
눈물로 젖어 드는데
사랑이 이토록 아픈데도 그댈 찾아요
이 아픔조차 그대를
모질게 떠난 그댈 잊었다해도
가슴은 기다립니다
사랑이 이토록 아픈데도 그댈 찾아요
이 아픔조차 그대를
모질게 떠난 그댈 잊었다해도
가슴은 기다립니다
가슴은 기다립니다",후니용이,2022.06.10,36,성인가요/트로트
이별아리랑,"꽃향기 가득 머금고
아름답게도 피었네
살랑살랑 불어오는
봄처녀의 노랫소리
멀리 가시던 그님 못잊고
님이 남긴 옷가지 보며
무슨 미련이 남았을까
그님 곁에 맴도는구나
가을 바람에 남아있던 잎새도
멀리 떠나 가버린 가을
아아리 아아리 아라리요
떠난 그대 기다리면서
아리랑 고개 넘어간다
아리아리 이별아리 아리랑
이별 아리랑
꽃향기 가득 머금고
아름답게도 피었네
살랑살랑 불어오는
봄처녀의 노랫소리
나를 떠나던 그님 못잊고
님과 왔던 소롯길 오며
무슨 미련이 남았을까
꽃잎 처럼 날아가구나
가을 햇살에 익어가던 벼들도
모두 사라져버린 겨울
아아리 아아리 아라리요
떠난 그대 기다리면서
아리랑 고개 넘어간다
아리아리 이별아리 아리랑
이별 아리랑
이별 아리랑",성민지,2022.07.21,66,성인가요/트로트
초련 cover,"난 그냥 좋았어 니 앞에만 서면
요즘 내가 왜 이러는지 나도 몰라
니 생각만 하고 자꾸 보고싶고
틈만 나면 난 너를 만나고 싶어
이런 맘 첨이야 누군가를 내가
주체하지 못할 만큼 좋아하는게
너와 약속하면 기분이 들떠
난 몇번씩 거울 앞을 서성이곤 해
길가다 멋진 옷을 볼때면 항상
언제나 너에게 다 사주고 싶고
사소한 악세사리까지 모두다
예쁜걸 보면 항상 너를 먼저 떠올려
바다가 보이는 분위기가 좋은
멋진 카페를 우연히 알게되도
제일 먼저 니 생각을 하면서 나는
빨리 너와 둘이서 다시 또 와봐야지
너에게 내가 아는 모든걸 해주고 파
말론 설명할수가 없어
내 눈엔 오직 너만 보여
내 자신 조차도 주체할 수 없는
이런 감정이 사랑인가봐
오레오레오 난 지금 웃고 있어
오레오레오 너만을 생각하며
오레오레오 언제나 니곁에서
오레오레오 너와 함께 할꺼야
난 너무 아쉬워 널 바래다줄땐
일부러 한 정거장 앞에서 내리지
너와 걷고 싶어 좀더 있고 싶어
이 밤이 깊어가는게 아쉬워서
집에 돌아오면 니 생각을 하며
어느새 난 또 너에게 전화를 걸어
할말도 없는데 이 얘기 저 얘기
몇 시간씩 또 너와 애길 나누지
햇살이 창가에 머무는 아침엔
눈뜨면 제일 먼저 널 생각하고
오늘은 널 만나 또 무엇을 할까
콧노랠 부르면서 즐겁게 샤워를 해
재미있는 영화를 보는게 더 날까
아니면 교외로 나가는게 날까
아니야 즐겁게 쇼핑을 즐기며
니가 깜짝 놀라게 선물을 사줘야지
숨겨둔 비상금을 모두 털어서라도
말론 설명할수가 없어
내 눈엔 오직 너만 보여
내 자신 조차도 주체할 수 없는
이런 감정이 사랑인가봐
오레오레오 난 지금 웃고 있어
오레오레오 너만을 생각하며
오레오레오 언제나 니곁에서
오레오레오 너와 함께 할꺼야",미스터 팡,2022.08.19,2,성인가요/트로트
오빠는 골프스타,"드라이브 꺼내 들고서
있는대로 폼을 잡더니
남아도는 힘 때문에
산으로간 나의 인생아
친구들 만세 부르네
도시락 인생이라고
삼백미터 치면 뭐하니
십팔미터 세번 치는데
아 진짜 칠때마다 뚜껑열리네
오늘도 백돌이 인가
머리잡고 힘빼고
부드럽게 몸을 돌려
오빠는 골프 스타야
전반전 몸풀었으니
뽄때를 보여 줘야지
큰소리 뻥뻥 치더니
이번엔 헤저드 인생
도대체 이유가 멀까
니멋대로 칠걸 왜물어
어쩌다 투온했는데
삼미터를 쓰리 퍼터해
아 진짜 칠때마다 뚜껑열리네
퍼터도 뒷땅을 치네
급해지면 뒷땅이고
머리들면 오비잖아
부드럽게 몸을 돌려
사랑을 할때처럼
부드럽게 날려봐
오빠는 골프 스타야",남규,2022.08.29,12,성인가요/트로트
수고했어요 오늘도 (SLOW),"꽃 중의 꽃 제일 예쁜 꽃
사람 꽃을 아시나요?
웃을 땐 피었다가 눈물에 지고 마는
각양각색 향기 사람꽃
힘들다 지친단 말은
잠시만 내려놓고
잘될 거야 다 잘 될 거야
어깨를 활짝 펴고
하하하호호호 (힘을 내!)
하하하호호호 (힘을 내!)
큰 소리로 웃어 봅시다.
웃으면 복이 와요
좋은 날 온답니다
수고했어요 오늘도
꽃 중의 꽃 제일 예쁜 꽃
사람 꽃을 아시나요?
웃을 땐 피었다가 눈물에 지고 마는
각양각색 향기 사람꽃
힘들다 지친단 말은
잠시만 내려놓고
잘될 거야 다 잘 될 거야
어깨를 활짝 펴고
하하하호호호 (힘을 내!)
하하하호호호 (힘을 내!)
큰 소리로 웃어 봅시다.
웃으면 복이 와요
좋은 날 온답니다
수고했어요 오늘도
수고했어요 오늘도",김태연,2022.09.15,102,성인가요/트로트
공짜(MR),"당신의 사랑도 공짜
당신을 사랑하고 좋아하는 거 공짜
하늘땅 바람 소리 새소리 공짜
얼마나 좋으냐 내가 사는 이 세상
아낌없이 조건 없이 주는 게 많아
해와 달 별을 보며 꿈을 꾸는 거 공짜
산과 들에 피어나는 꽃도 공짜
무엇을 더 바래 욕심 없이 살면 되지
당신의 웃음도 공짜
당신의 사랑도 공짜
해와 달 별을 보며 꿈을 꾸는 거 공짜
산과 들에 피어나는 꽃도 공짜
무엇을 더 바래 욕심 없이 살면 되지
당신의 웃음도 공짜
당신의 웃음도 공짜",강태풍,2022.12.23,11,성인가요/트로트
친구여 (Original Version),"친구여 우리 축배를 듭시다
우리의 찬란한 미래를 위해서
소중한 인연 끈끈한 우정을 위하여
친구여 우리 축배를 듭시다
끌어주고 안아주는 우린 영원한 친구야
세상 멋진 최고의 인연이야
서로를 위해 울어주는 그대를 보면서
행복함을 느끼는 밤이야
친구여 우리 축배를 듭시다
우리의 찬란한 미래를 위해서
소중한 인연 끈끈한 우정을 위하여
친구여 우리 축배를 듭시다
사랑하는 사람이여
우린 진정한 친구야
세상 멋진 최고의 인연이야
서로를 위해 웃어주는 그대를 보면서
또 하루가 신나는 날 이야
친구여 우리 축배를 듭시다
우리의 찬란한 미래를 위해서
소중한 인연 끈끈한 우정을 위하여
친구여 우리 축배를 듭시다
친구여 우리 축배를 듭시다
우리의 찬란한 미래를 위해서
소중한 인연 끈끈한 우정을 위하여
친구여 우리 축배를 듭시다 오예!!",임하룡,2023.01.10,17,성인가요/트로트
고향역 (MR),"코스모스 피어있는
정든 고향역
이쁜이 곱쁜이
모두 나와 반겨주겠지
달려라 고향 열차
설레는 가슴안고
눈감아도 떠오르는
그리운 나의 고향역
코스모스 반겨주는
정든 고향역
다정히 손잡고
고개 마루 넘어서 갈때
흰머리 날리면서
달려온 어머님을
얼싸 안고 바라보았네
멀어진 나의 고향역
달려라 고향 열차
설레는 가슴안고
눈감아도 떠오르는
그리운 나의 고향역",공훈,2023.02.01,10,성인가요/트로트
송인 (MR),"바람에 날리는 저 꽃잎 보며
동그라미 그려보다가
오늘밤 꿈속에 나를 찾을까
시린 가슴만 애태우죠
바람아 바람아 닿을 수 없는
그 길 따라가다
고달픈 걸음에 눈물 고이면
몰래 나 대신 훔쳐다오
옷깃에 가려진 저 달빛처럼
기약 없이 기다리다가
밤새워 흐르는 눈물조차
행여 짐 될까 감추었죠
바람아 바람아 닿을 수 없는
그 길 따라가다
고달픈 걸음에 눈물 고이면
몰래 나 대신 훔쳐다오
바람아 바람아 닿을 수 없는
그 길 따라가다
고달픈 걸음에 눈물 고이면
몰래 나 대신 훔쳐다오
나 대신 훔쳐다오
바람아~~~
이 마음 전해다오",김정민,2023.02.08,2,성인가요/트로트
살아야할 이유 (MR),"이런 삶도 있다고
이런 인생도 있다고
어설픈 미소를 지어 보지만
흐르는 슬픈 눈물
죽음조차도 피해가는
너무나 가엾은 내 인생
하지만 난 살아야만 하네
아니 살아가고 있네
오늘은 가고 내일은
어김없이 다시 찾아와
내 사랑하는 사람들 가슴 아플까봐
나는 살아야만 하네
죽음조차도 피해가는
너무나 가엾은 내 인생
하지만 난 살아가야 하네
아니 살아가고 있네
오늘은 가고 내일은
어김없이 다시 찾아와
내 사랑하는 사람들 가슴 아플까봐
나는 살아가야 하네
나는 살아야만 하네",무룡,2023.02.08,8,성인가요/트로트
눈물 잔,"잊었다 잊었다고
거짓말 또 거짓말
눈물처럼 넘친 술잔
그 속에 너의 이름 세 글자
술이 뭐냐 사랑이 뭐냐
인생이 다 무어냐
달고도 쓰더라 한잔
마셔보니 짜더라
눈물 같은 사랑이여
지웠다 지웠다고
혼잣말 또 혼잣말
눈물처럼 비운 술잔
그 속에 추억이란 두 글자
술이 뭐냐 사랑이 뭐냐
인생이 다 무어냐
달고도 쓰더라 한잔
마셔보니 짜더라
눈물 같은 사랑이여
달고도 쓰더라 한잔
마셔보니 짜더라
눈물 같은 사랑이여
눈물 같은 인생이여",무룡,2023.02.20,14,성인가요/트로트
짝짝짝,"왼손 들어 오른손 들어

짝짝짝

왼손 들어 오른손 들어

짝짝짝

슬플 땐

박수를 쳐요

오른손 들어 왼손 들어

짝짝짝

오른손 들어 왼손 들어

짝짝짝

사랑의

박수를 쳐요

인생을

살아가다 보면은요

모든게

맘 같지 않아요

아침에는 기쁘다가

저녁에는 슬퍼지네요

이유없는 술잔을 들고서

엄한 소릴 뱉어보지만

돌아오는 메아리로

내 가슴을 찢어놓네요

그럴땐 왼손 들어

오른손 들어 짝짝짝

왼손 들어 오른손 들어

짝짝짝

슬플 땐 박수를 쳐요

오른손 들어 왼손 들어

짝짝짝

오른손 들어 왼손 들어

짝짝짝

사랑의 박수를 쳐요



박수 안치는 분이

누구신가

그 얼굴 좀

보여주세요

부끄러워하지 말고

신나게만 짝짝 쳐줘요

어제도 바보처럼

살았지만

조금도 후회는 안해요

사랑하는

그 사람의 두 손을

꼭 쥘 수 있으니

때론 나쁜 사람이

되어서

딴 사람 행복을 짓밟고

웃으면서 산다 해도

기쁨이 없을 것 같네요

그럴땐

왼손 들어 오른손 들어

짝짝짝

왼손 들어 오른손 들어

짝짝짝

슬플땐 박수를 쳐요

오른손 들어 왼손 들어

짝짝짝

오른손 들어 왼손 들어

짝짝짝

사랑의 박수를 쳐요",뚜띠,2004.08.01,66,성인가요/트로트
그 날,"언덕 위에 손 잡고
거닐던 길목도 아스라이
멀어져간 소중했던
옛 생각~을 돌이켜
그려~보네
나래치는 가슴이
서러워 아파와 한숨지며
그려보는 그 사람을
기억하~나요
지금 잠시~라도
달의 미소~를 보면서
내 너의 두 손을 잡고
두나 별들의
눈물을 보았지
고요한 세~상을~
우~~~ 우~~~~~~
한 아름의 꽃처럼
보여지며 던진
내 사랑에
웃음지며 님의 소식
전한 마~음 한 없이
보내~본다

달의 미소~를 보면서
내 너의 두 손을 잡고
두나 별들의
눈물을 보았지
고요한 세~상을~
우~~~ 우~~~~~~
한 아름의 꽃처럼
보여지며 던진
내 사랑에
웃음지며 님의 소식
전한 마~음 한 없이
보내~본다",김연숙,1983.12.12,96,성인가요/트로트
찔레꽃,"찔레꽃 붉게 피는 남쪽나라 내 고향
언덕 위에 초가삼간 그립습니다.
자주고름 입에 물고 눈물 흘리며
이별가를 불러주던 못 잊을 사람아

달뜨는 저녁이면 노래하던 새동무
천리 북창 북두성이 서럽습니다
작년 봄에 모여앉아 찍은 사진
하염없이 바라보던 즐거운 시절아",문희옥,1996.01.01,33,성인가요/트로트
장미빛 스카프,"내가 왜 이럴까
오지 않을 사랑을
어디선가 웃으면서
와줄것만 같은데
차라리 그 사람을
만나지 않았던들
이 고통 이 괴로움
나에겐 없을걸
장미빛 장미빛
스카프만 보면은
내 눈은 빛나네
걸음이 멈춰지네
허전한 이 마음을
어떻게 달래보나
생각을 말아야지
내가 왜 이럴까
내가 왜 이럴까
내가 내가 왜 이럴까",윤항기,1987.10.27,102,성인가요/트로트
남자라는 이유로 (2012 Ver.),"누구나 웃으면서
세상을 살면서도
말못할 사연 숨기고 살아도
나역시 그런저런
슬픔을 간직하고
당신앞에 멍하니 서있네
언제한번 가슴을
열고 소리내어
소리내어 울어볼 날이
남자라는 이유로
묻어두고 지낸
그세월이 너무 길었어
저마다 처음인듯
사랑을 하면서도
쓰라린 이별 숨기고 있어도
당신도 그런저런
과거가 있겠지만
내앞에선 미소를 짓네
언제한번 가슴을 열고
소리내어
소리내어 울어볼 날이
남자라는 이유로
묻어두고 지낸
그세월이 너무 길었어
언제한번 그런날 올까요
가슴을 열고
소리내어 울어 울어 볼날이
남자라는 이유로
묻어두고 지낸
그세월이 너무 길어요",조항조,2012.09.14,374,성인가요/트로트
부모 자식 (Duet Ver.),"걱정을 말아라 걱정을 말아라
너희만 잘 살면 된다
미안해 말아라 미안해 말아라
너희만 잘 살면 된다
세상살이가 먹고 살기가
얼마나 힘든 것인데
너희만 잘 살아라
너희만 잘 살아라
너희만 잘 살면 된다
부모는 이해한단다
건강만 하세요 건강만 하세요
건강이 최고랍니다
엄마가 최고야 아빠가 최고야
최고로 사랑합니다
섭섭하셨죠 죄송합니다
사는게 힘들었네요
건강만 하세요 건강만 하세요
사는게 힘들었네요
부모님 사랑합니다
너희만 잘 살면 된다",진시몬,2021.03.31,47,성인가요/트로트
기억,"가슴이 아파서 눈물에 가려서
그땐 기억 못 합니다
긴 시간이 흐르면
조금씩 지워지겠죠
세월에 무뎌진 아픔도
그땐 아물겠죠
잊을 수 없던 사랑도
지난 추억이 되고
지울 수 없던 상처도 기억 저편에
가슴이 아파서 너무나 시려서
기억조차 아픈 사랑
가슴이 아파서 눈물에 가려서
그땐 기억 못 합니다
또 하루가 지나고 조금씩 변해가겠죠
세월에 묻어둔 기억도 모두 잊었겠죠
잊을 수 없던 사랑도 지난 추억이 되고
지울 수 없던 상처도 기억 저편에
가슴이 아파서 너무나 시려서
기억조차 아픈 사랑
가슴이 아파서 눈물에 가려서
그땐 기억 못 합니다
가슴이 아파서 너무나 시려서
기억조차 아픈 사랑
가슴이 아파서 눈물에 가려서
그땐 기억 못 합니다
그땐 기억 못 합니다",지원이,2022.01.19,52,성인가요/트로트
우리 엄마,"양지마을 고갯마루
산까치가 울면 내어머니
그리워서 나도 따라 울었소
사진한장 이름조차 남기지않고
그렇게도 야속하게
어허 어허 엄마 우리 엄마
자나깨나자식위해 고생하시며
지성드린 우리엄마
검은머리동백기름 장에 가실 때
곱던얼굴 우리엄마
어젯밤 꿈속에서 엄마얼굴 보았더니
내이름을 부르시며 웃어주던 어머니
사진한장 이름조차 남기지않고
그렇게도 야속하게
어허 어허 엄마 우리 엄마
자나깨나 자식위해
고생하시며 지성드린 우리엄마
검은머리 동백기름 장에 가실 때
곱던얼굴 우리엄마",강진,2022.06.29,12,성인가요/트로트
묻어버린 아픔,"흔한게 사랑이라지만
나는 그런 사랑 원하지 않아
바라만 봐도 괜히 그냥 좋은
그런 사랑이 나는 좋아
변한건 세상이라지만
우리 사랑 이대로 간직하면
먼훗날 함께 마주앉아 둘이
얘기 할 수 있으면 좋아
어둠이 내려와 거리를 떠돌면
부는 바람에 내 모든걸 맡길텐데
한순간 그렇게 쉽사리 살아도
지금 이순간 나는 행복해

어둠이 내려와 거리를 떠돌면
부는 바람에 내 모든걸 맡길텐데
한순간 그렇게 쉽사리 살아도
지금 이순간 나는 행복해
지금 이순간 나는 행복해",남진,2000.02.21,162,성인가요/트로트
쌈바의 여인,"내 마음을 사로잡는 그대 쌈바춤을 추고있는 그대
화려한 불빛 음악에 젖어 사랑에 취해버린 그대
사랑 사랑한다고 좋아 좋아한다고 눈빛하나로
몸짓하나로 내맘 사로잡는 밤
쌈바쌈바 쌈바쌈바 춤을 추고 있는 그대
쌈바쌈바 쌈바쌈바 사랑스런 나의 그대
이밤 그대는 불타오르는 영원한 나만의 사랑

사랑 사랑한다고 좋아 좋아한다고 젖은 머리결
젖은 눈동자 내 맘 사로잡는 밤
쌈바쌈바 쌈바쌈바 춤을 추고 있는 그대
쌈바쌈바 쌈바쌈바 사랑스런 나의 그대
이밤 그대는 불타오르는 영원한 나만의 사랑",설운도,1995.04.01,137,성인가요/트로트
그대와 탱고를,"어둠이 찾아들던
어느날 우연히 만난
방황하던 그대와 나
뜨거운 마음이었네
저 멀리 서 있는 모습
가까이 다가서며는
포근히 바라보는 눈
그리고 웃는 얼굴
야윈손 잡아주며
이제는 외로워 말아요
행복의 눈물이 끝없이 방울방울
과거는 지워놓고
상처는 묻어두고
그대 품에 안겨 잠이드네

가로등 불꺼지고
탱고도 끝나가는데
언제까지 두사람
춤은 끝나지 않네
그대 담배 연기속에
아픔은 흩어지고
뜨거운 가슴에 기대어
한없이 얼굴을 묻고
혼자는 정말 싫어
다시는 헤어지지 말아요
두 뺨에 흐르는
눈물을 씻어주며
어둠은 사라져라
멀리 멀리 떠나가라
슬픔도 그대 품에 잠이 드네",심수봉,1997.02.01,113,성인가요/트로트
무궁화,"이 몸이 죽어 한 줌의

흙이 되어도

하늘이여 보살펴 주소서

내 아이를 지켜 주소서

세월은 흐르고 아이가 자라서

조국을 물어오거든

강인한 꽃 밝고 맑은

무궁화를 보여주렴

무궁화 꽃이 피는 건

이 말을 전하려 핀단다

참으면 이긴다

목숨을 버리면 얻는다

내일은 등불이 된다

무궁화가 핀단다



날지도 못하는 새야

무엇을 보았니

인간의 영화가 덧없다

머물지 말고 날아라

조국을 위해 목숨을 버리고

하늘에 산화한 저 넋이여

몸은 비록 묻혔으나

나랄 위해 눈을 못감고

무궁화 꽃으로 피었네

이 말을 전하려 피었네

포기하면 안된다

눈물없인 피지 않는다

의지다 하면 된다

나의 뒤를 부탁한다",심수봉,1997.02.01,112,성인가요/트로트
